sku,date,actual,pred_p50,pred_aq,pred_log,pred_combo,acc_p50,acc_aq,acc_log,acc_combo,cv,chosen_q,is_promo
H0075,2025-11-16,9,12.5,8.8,12.1,10.1,61.5,97.8,66.0,87.7,0.9,0.3,0
H0075,2025-11-17,8,13.1,8.5,13.4,10.4,36.3,94.3,32.0,69.4,0.9,0.3,0
H0075,2025-11-18,12,16.1,12.2,16.1,13.7,65.6,98.4,66.1,85.4,0.9,0.3,0
H0075,2025-11-19,16,18.5,13.9,18.6,15.8,84.4,87.0,84.0,98.6,0.9,0.3,0
H0075,2025-11-20,30,27.3,20.5,28.7,23.8,91.0,68.5,95.7,79.4,0.9,0.3,0
H0075,2025-11-21,23,35.2,26.7,35.5,30.2,46.9,83.9,45.7,68.6,0.9,0.3,0
H0075,2025-11-22,21,43.2,33.7,40.9,36.5,0.0,39.7,5.5,26.0,0.9,0.3,1
H0075,2025-11-23,28,49.7,40.6,43.0,41.6,22.5,55.0,46.6,51.6,0.9,0.3,1
H0075,2025-11-24,18,48.1,37.8,42.5,39.7,0.0,0.0,0.0,0.0,0.9,0.3,1
H0075,2025-11-25,22,48.0,37.2,42.8,39.5,0.0,30.8,5.3,20.6,0.9,0.3,1
H0075,2025-11-26,26,55.9,44.6,48.7,46.2,0.0,28.6,12.5,22.2,0.9,0.3,1
H0075,2025-11-27,19,63.6,50.4,58.8,53.8,0.0,0.0,0.0,0.0,0.9,0.3,1
H0075,2025-11-28,64,82.2,71.9,75.8,73.4,71.5,87.7,81.6,85.3,0.9,0.3,2
H0075,2025-11-29,17,72.2,61.7,66.4,63.5,0.0,0.0,0.0,0.0,0.9,0.3,1
H0078,2025-10-01,28,45.3,39.8,42.3,41.0,38.3,58.0,49.0,53.5,1.9,0.4,0
H0078,2025-10-02,27,49.4,44.4,44.1,44.2,17.0,35.6,36.6,36.1,1.9,0.4,0
H0078,2025-10-03,25,48.1,43.1,49.7,46.4,7.8,27.7,1.0,14.4,1.9,0.4,0
H0078,2025-10-04,22,50.8,45.4,46.9,46.2,0.0,0.0,0.0,0.0,1.9,0.4,0
H0078,2025-10-05,19,56.2,49.8,48.9,49.4,0.0,0.0,0.0,0.0,1.9,0.4,0
H0078,2025-10-06,21,60.7,54.3,46.9,50.6,0.0,0.0,0.0,0.0,1.9,0.4,0
H0078,2025-10-07,906,1453.7,1381.2,5131.9,3256.5,39.5,47.5,0.0,0.0,1.9,0.4,0
H0078,2025-10-08,881,1300.0,1229.9,3063.4,2146.6,52.4,60.4,0.0,0.0,1.9,0.4,0
H0078,2025-10-09,170,85.5,78.6,68.0,73.3,50.3,46.2,40.0,43.1,1.9,0.4,0
H0078,2025-10-10,140,73.5,66.3,58.2,62.2,52.5,47.4,41.5,44.5,1.9,0.4,0
H0078,2025-10-11,160,60.1,53.1,56.6,54.9,37.6,33.2,35.4,34.3,1.9,0.4,0
H0078,2025-10-12,162,54.5,48.0,52.4,50.2,33.6,29.7,32.3,31.0,1.9,0.4,0
H0078,2025-10-13,112,77.0,69.6,65.5,67.5,68.8,62.1,58.4,60.3,1.9,0.4,0
H0078,2025-10-14,55,56.0,49.1,46.8,47.9,98.2,89.2,85.1,87.1,1.9,0.4,0
H0078,2025-10-15,52,56.6,50.2,47.4,48.8,91.1,96.6,91.1,93.9,1.9,0.4,0
H0078,2025-10-16,86,53.7,47.2,49.8,48.5,62.4,54.9,57.9,56.4,1.9,0.4,0
H0078,2025-10-17,65,58.9,54.1,57.7,55.9,90.6,83.2,88.8,86.0,1.9,0.4,0
H0078,2025-10-18,66,67.9,62.7,67.3,65.0,97.1,94.9,98.1,98.4,1.9,0.4,0
H0078,2025-10-19,63,78.3,72.2,78.9,75.5,75.7,85.4,74.8,80.1,1.9,0.4,0
H0078,2025-10-20,58,41.6,36.8,42.3,39.5,71.8,63.4,72.9,68.1,1.9,0.4,0
H0078,2025-10-21,57,40.5,35.8,40.7,38.3,71.0,62.8,71.4,67.1,1.9,0.4,0
H0078,2025-10-22,60,45.6,40.2,44.2,42.2,76.0,66.9,73.6,70.3,1.9,0.4,0
H0078,2025-10-23,67,48.3,43.1,45.3,44.2,72.1,64.3,67.6,66.0,1.9,0.4,0
H0078,2025-10-24,69,63.8,58.0,60.1,59.1,92.5,84.1,87.1,85.6,1.9,0.4,0
H0078,2025-10-25,57,57.5,51.6,53.6,52.6,99.2,90.5,94.1,92.3,1.9,0.4,0
H0078,2025-10-26,86,65.5,58.6,64.4,61.5,76.1,68.2,74.9,71.5,1.9,0.4,0
H0078,2025-10-27,45,59.6,53.4,49.1,51.2,67.6,81.3,91.0,86.2,1.9,0.4,0
H0078,2025-10-28,33,57.5,51.5,43.5,47.5,25.7,44.0,68.1,56.1,1.9,0.4,0
H0078,2025-10-29,51,61.5,55.2,51.1,53.1,79.5,91.8,99.9,95.8,1.9,0.4,0
H0078,2025-10-30,47,58.6,52.7,48.8,50.8,75.4,87.8,96.2,92.0,1.9,0.4,0
H0078,2025-10-31,30,59.2,53.6,52.5,53.1,2.8,21.5,24.8,23.2,1.9,0.4,0
H0078,2025-11-01,47,64.4,58.4,55.2,56.8,62.9,75.6,82.5,79.1,1.9,0.4,0
H0078,2025-11-02,48,58.8,53.5,51.2,52.4,77.5,88.5,93.3,90.9,1.9,0.4,0
H0078,2025-11-03,33,57.8,52.6,49.5,51.0,24.8,40.7,50.0,45.3,1.9,0.4,0
H0078,2025-11-04,39,55.7,50.1,46.4,48.3,57.1,71.5,80.9,76.2,1.9,0.4,0
H0078,2025-11-05,43,53.9,48.3,45.8,47.1,74.6,87.7,93.4,90.5,1.9,0.4,0
H0078,2025-11-06,44,56.6,50.9,49.6,50.2,71.3,84.3,87.3,85.8,1.9,0.4,0
H0078,2025-11-07,53,53.9,48.4,48.3,48.4,98.2,91.3,91.2,91.2,1.9,0.4,0
H0078,2025-11-08,51,54.0,48.5,46.7,47.6,94.1,95.0,91.5,93.3,1.9,0.4,0
H0078,2025-11-09,58,63.8,57.7,54.4,56.1,90.0,99.5,93.8,96.6,1.9,0.4,0
H0078,2025-11-10,43,60.7,54.9,50.4,52.7,58.8,72.3,82.8,77.5,1.9,0.4,0
H0078,2025-11-11,50,57.7,52.0,46.8,49.4,84.5,96.1,93.7,98.8,1.9,0.4,0
H0078,2025-11-12,60,58.9,53.3,50.2,51.8,98.1,88.9,83.6,86.3,1.9,0.4,0
H0078,2025-11-13,48,59.2,53.3,51.4,52.4,76.6,88.9,92.8,90.9,1.9,0.4,0
H0078,2025-11-14,65,64.5,58.1,55.1,56.6,99.3,89.3,84.8,87.1,1.9,0.4,0
H0078,2025-11-15,58,70.5,63.6,60.9,62.2,78.4,90.4,95.0,92.7,1.9,0.4,0
H0078,2025-11-16,77,79.4,71.3,66.0,68.6,96.9,92.5,85.7,89.1,1.9,0.4,0
H0078,2025-11-17,51,84.6,76.0,65.7,70.8,34.2,51.0,71.3,61.1,1.9,0.4,0
H0078,2025-11-18,44,86.7,76.7,74.9,75.8,3.0,25.7,29.9,27.8,1.9,0.4,0
H0078,2025-11-19,39,93.7,82.5,76.4,79.5,0.0,0.0,4.0,0.0,1.9,0.4,0
H0078,2025-11-20,420,612.1,568.3,410.8,489.5,54.3,64.7,97.8,83.4,1.9,0.4,0
H0078,2025-11-21,279,408.9,372.0,276.5,324.3,53.4,66.7,99.1,83.8,1.9,0.4,0
H0078,2025-11-22,286,498.3,461.7,392.8,427.2,25.8,38.6,62.6,50.6,1.9,0.4,1
H0078,2025-11-23,268,460.3,422.3,351.4,386.8,28.2,42.4,68.9,55.7,1.9,0.4,1
H0078,2025-11-24,239,436.5,396.8,347.7,372.2,17.4,34.0,54.5,44.3,1.9,0.4,1
H0078,2025-11-25,255,464.5,424.4,339.3,381.9,17.9,33.6,66.9,50.2,1.9,0.4,1
H0078,2025-11-26,316,477.0,438.2,333.5,385.9,49.0,61.3,94.4,77.9,1.9,0.4,1
H0078,2025-11-27,481,509.1,470.1,342.3,406.2,94.2,97.7,71.2,84.4,1.9,0.4,1
H0078,2025-11-28,1282,1401.2,1342.3,1967.7,1655.0,90.7,95.3,46.5,70.9,1.9,0.4,2
H0078,2025-11-29,555,645.0,600.5,472.9,536.7,83.8,91.8,85.2,96.7,1.9,0.4,1
H0080,2025-10-01,8,2.8,2.8,3.0,2.9,34.7,34.7,38.0,36.0,0.9,0.5,0
H0080,2025-10-02,9,3.2,3.2,3.6,3.4,35.5,35.5,39.9,37.2,0.9,0.5,0
H0080,2025-10-03,3,3.1,3.1,3.3,3.2,96.8,96.8,90.9,94.5,0.9,0.5,0
H0080,2025-10-04,4,4.5,4.5,4.5,4.5,87.4,87.4,86.3,87.0,0.9,0.5,0
H0080,2025-10-05,8,4.8,4.8,5.0,4.9,60.1,60.1,62.9,61.2,0.9,0.5,0
H0080,2025-10-06,1,4.0,4.0,4.4,4.2,0.0,0.0,0.0,0.0,0.9,0.5,0
H0080,2025-10-07,7,4.7,4.7,5.1,4.9,67.3,67.3,73.5,69.8,0.9,0.5,0
H0080,2025-10-08,6,3.7,3.7,4.9,4.2,62.1,62.1,82.3,70.2,0.9,0.5,0
H0080,2025-10-09,1,3.7,3.7,5.1,4.3,0.0,0.0,0.0,0.0,0.9,0.5,0
H0080,2025-10-10,3,3.8,3.8,4.5,4.1,73.6,73.6,48.6,63.6,0.9,0.5,0
H0080,2025-10-11,8,4.0,4.0,4.6,4.3,49.9,49.9,58.0,53.2,0.9,0.5,0
H0080,2025-10-12,5,6.6,6.6,6.4,6.5,68.0,68.0,72.2,69.7,0.9,0.5,0
H0080,2025-10-13,3,6.0,6.0,5.9,6.0,0.0,0.0,3.9,0.7,0.9,0.5,0
H0080,2025-10-14,6,5.8,5.8,6.0,5.9,97.3,97.3,99.5,98.6,0.9,0.5,0
H0080,2025-10-15,4,4.5,4.5,5.8,5.0,88.6,88.6,54.5,75.0,0.9,0.5,0
H0080,2025-10-16,8,4.2,4.2,6.0,4.9,52.8,52.8,75.2,61.8,0.9,0.5,0
H0080,2025-10-17,3,5.7,5.7,6.8,6.1,10.4,10.4,0.0,0.0,0.9,0.5,0
H0080,2025-10-18,8,5.4,5.4,5.5,5.4,67.0,67.0,69.0,67.8,0.9,0.5,0
H0080,2025-10-19,5,6.0,6.0,6.9,6.4,79.8,79.8,62.6,72.9,0.9,0.5,0
H0080,2025-10-20,2,5.2,5.2,5.5,5.4,0.0,0.0,0.0,0.0,0.9,0.5,0
H0080,2025-10-21,0,5.5,5.5,7.0,6.1,0.0,0.0,0.0,0.0,0.9,0.5,0
H0080,2025-10-22,9,5.6,5.6,7.1,6.2,62.0,62.0,79.1,68.9,0.9,0.5,0
H0080,2025-10-23,2,5.9,5.9,7.4,6.5,0.0,0.0,0.0,0.0,0.9,0.5,0
H0080,2025-10-24,5,6.1,6.1,8.2,6.9,78.9,78.9,36.2,61.8,0.9,0.5,0
H0080,2025-10-25,11,6.3,6.3,6.1,6.2,57.2,57.2,55.7,56.6,0.9,0.5,0
H0080,2025-10-26,4,8.0,8.0,8.5,8.2,0.0,0.0,0.0,0.0,0.9,0.5,0
H0080,2025-10-27,3,4.7,4.7,6.5,5.4,42.4,42.4,0.0,18.9,0.9,0.5,0
H0080,2025-10-28,2,5.3,5.3,7.4,6.2,0.0,0.0,0.0,0.0,0.9,0.5,0
H0080,2025-10-29,11,5.5,5.5,7.5,6.3,50.1,50.1,68.2,57.3,0.9,0.5,0
H0080,2025-10-30,8,6.6,6.6,6.4,6.5,82.4,82.4,80.5,81.7,0.9,0.5,0
H0080,2025-10-31,0,6.2,6.2,7.4,6.7,0.0,0.0,0.0,0.0,0.9,0.5,0
H0080,2025-11-01,5,5.8,5.8,5.4,5.6,84.2,84.2,92.7,87.6,0.9,0.5,0
H0080,2025-11-02,6,7.2,7.2,7.4,7.3,80.6,80.6,76.6,79.0,0.9,0.5,0
H0080,2025-11-03,5,6.9,6.9,6.3,6.7,61.5,61.5,73.5,66.3,0.9,0.5,0
H0080,2025-11-04,5,7.2,7.2,6.3,6.8,56.7,56.7,74.1,63.7,0.9,0.5,0
H0080,2025-11-05,10,7.8,7.8,9.2,8.3,77.8,77.8,91.6,83.3,0.9,0.5,0
H0080,2025-11-06,7,4.9,4.9,3.6,4.4,69.7,69.7,51.6,62.5,0.9,0.5,0
H0080,2025-11-07,7,10.5,10.5,9.0,9.9,50.7,50.7,71.8,59.2,0.9,0.5,0
H0080,2025-11-08,14,8.1,8.1,7.6,7.9,57.7,57.7,54.0,56.2,0.9,0.5,0
H0080,2025-11-09,9,8.2,8.2,8.1,8.1,91.0,91.0,89.6,90.4,0.9,0.5,0
H0080,2025-11-10,8,7.5,7.5,7.2,7.4,94.0,94.0,89.5,92.2,0.9,0.5,0
H0080,2025-11-11,15,7.6,7.6,6.3,7.1,50.5,50.5,42.3,47.2,0.9,0.5,0
H0080,2025-11-12,10,7.2,7.2,7.9,7.4,71.6,71.6,78.7,74.4,0.9,0.5,0
H0080,2025-11-13,7,3.7,3.7,2.6,3.3,53.4,53.4,37.7,47.1,0.9,0.5,0
H0080,2025-11-14,7,7.6,7.6,7.8,7.7,91.4,91.4,88.2,90.1,0.9,0.5,0
H0080,2025-11-15,19,6.9,6.9,6.0,6.6,36.5,36.5,31.7,34.6,0.9,0.5,0
H0080,2025-11-16,9,6.7,6.7,5.7,6.3,74.7,74.7,63.1,70.1,0.9,0.5,0
H0080,2025-11-17,10,7.5,7.5,5.4,6.7,74.8,74.8,54.0,66.5,0.9,0.5,0
H0080,2025-11-18,11,5.0,5.0,4.1,4.6,45.1,45.1,37.4,42.0,0.9,0.5,0
H0080,2025-11-19,8,4.8,4.8,4.7,4.8,60.5,60.5,58.5,59.7,0.9,0.5,0
H0080,2025-11-20,10,4.5,4.5,4.0,4.3,44.7,44.7,39.6,42.6,0.9,0.5,0
H0080,2025-11-21,4,4.8,4.8,4.0,4.5,79.6,79.6,99.0,87.3,0.9,0.5,0
H0080,2025-11-22,16,5.8,5.8,3.8,5.0,36.1,36.1,23.9,31.2,0.9,0.5,1
H0080,2025-11-23,10,5.2,5.2,2.2,4.0,51.9,51.9,22.2,40.0,0.9,0.5,1
H0080,2025-11-24,4,6.5,6.5,3.5,5.3,36.6,36.6,88.5,66.6,0.9,0.5,1
H0080,2025-11-25,9,5.6,5.6,1.8,4.1,62.7,62.7,20.1,45.6,0.9,0.5,1
H0080,2025-11-26,14,4.8,4.8,2.3,3.8,34.2,34.2,16.6,27.1,0.9,0.5,1
H0080,2025-11-27,3,4.5,4.5,2.4,3.6,51.4,51.4,79.8,78.9,0.9,0.5,1
H0080,2025-11-28,11,5.0,5.0,1.4,3.5,45.5,45.5,12.4,32.2,0.9,0.5,2
H0080,2025-11-29,2,6.1,6.1,2.8,4.8,0.0,0.0,57.8,0.0,0.9,0.5,1
H0081,2025-10-01,4,1.7,2.5,2.7,2.6,42.2,62.6,67.6,65.1,1.05,0.6,0
H0081,2025-10-02,6,1.8,2.8,2.6,2.7,30.3,47.0,43.2,45.1,1.05,0.6,0
H0081,2025-10-03,5,2.4,3.6,2.7,3.2,47.9,72.8,53.8,63.3,1.05,0.6,0
H0081,2025-10-04,10,2.2,3.3,3.0,3.1,21.8,33.2,29.7,31.4,1.05,0.6,0
H0081,2025-10-05,6,2.0,3.0,2.7,2.8,32.8,49.2,44.7,46.9,1.05,0.6,0
H0081,2025-10-06,3,2.6,4.1,3.1,3.6,87.3,64.0,95.6,79.8,1.05,0.6,0
H0081,2025-10-07,14,2.1,3.4,3.3,3.3,14.9,24.0,23.7,23.8,1.05,0.6,0
H0081,2025-10-08,10,2.9,4.4,3.4,3.9,28.7,43.5,34.4,39.0,1.05,0.6,0
H0081,2025-10-09,9,2.5,3.9,3.4,3.6,28.1,42.8,37.2,40.0,1.05,0.6,0
H0081,2025-10-10,6,3.3,4.9,3.6,4.2,54.3,81.6,60.0,70.8,1.05,0.6,0
H0081,2025-10-11,19,2.1,3.1,3.7,3.4,10.8,16.4,19.4,17.9,1.05,0.6,0
H0081,2025-10-12,15,3.4,5.1,4.0,4.6,22.3,34.3,26.4,30.4,1.05,0.6,0
H0081,2025-10-13,15,5.3,7.4,4.4,5.9,35.4,49.4,29.2,39.3,1.05,0.6,0
H0081,2025-10-14,13,3.0,4.6,4.3,4.4,23.1,35.1,33.1,34.1,1.05,0.6,0
H0081,2025-10-15,10,3.6,5.4,4.5,5.0,35.7,54.1,44.9,49.5,1.05,0.6,0
H0081,2025-10-16,7,3.4,5.0,4.6,4.8,48.0,71.5,66.3,68.9,1.05,0.6,0
H0081,2025-10-17,12,4.1,5.9,5.5,5.7,33.9,49.0,45.4,47.2,1.05,0.6,0
H0081,2025-10-18,17,4.0,5.9,5.3,5.6,23.5,34.6,30.9,32.7,1.05,0.6,0
H0081,2025-10-19,13,6.1,8.5,5.7,7.1,47.1,65.4,43.7,54.5,1.05,0.6,0
H0081,2025-10-20,4,4.4,6.5,5.7,6.1,91.1,38.1,57.7,47.9,1.05,0.6,0
H0081,2025-10-21,12,4.2,6.3,5.8,6.0,35.4,52.3,48.0,50.2,1.05,0.6,0
H0081,2025-10-22,10,4.4,6.6,5.8,6.2,43.6,66.2,57.8,62.0,1.05,0.6,0
H0081,2025-10-23,14,4.0,6.1,6.1,6.1,28.3,43.4,43.6,43.5,1.05,0.6,0
H0081,2025-10-24,8,5.0,7.3,6.5,6.9,62.3,91.2,81.2,86.2,1.05,0.6,0
H0081,2025-10-25,19,6.4,9.0,6.4,7.7,33.7,47.6,33.5,40.5,1.05,0.6,0
H0081,2025-10-26,34,4.3,6.6,6.4,6.5,12.7,19.5,18.7,19.1,1.05,0.6,0
H0081,2025-10-27,22,4.7,7.0,6.6,6.8,21.4,31.9,29.9,30.9,1.05,0.6,0
H0081,2025-10-28,24,6.6,9.5,6.8,8.1,27.7,39.5,28.2,33.9,1.05,0.6,0
H0081,2025-10-29,9,6.0,8.7,6.9,7.8,66.6,97.1,76.6,86.9,1.05,0.6,0
H0081,2025-10-30,21,5.9,8.8,6.9,7.8,28.1,41.9,32.8,37.3,1.05,0.6,0
H0081,2025-10-31,15,7.7,10.9,7.3,9.1,51.4,72.6,48.5,60.6,1.05,0.6,0
H0081,2025-11-01,16,7.6,10.9,7.3,9.1,47.7,68.4,45.9,57.1,1.05,0.6,0
H0081,2025-11-02,17,6.9,9.5,7.6,8.5,40.5,55.6,44.6,50.1,1.05,0.6,0
H0081,2025-11-03,8,7.4,9.9,7.6,8.7,92.8,76.9,94.9,91.0,1.05,0.6,0
H0081,2025-11-04,5,7.9,10.2,7.9,9.1,42.6,0.0,41.8,18.5,1.05,0.6,0
H0081,2025-11-05,2,7.9,10.4,7.6,9.0,0.0,0.0,0.0,0.0,1.05,0.6,0
H0081,2025-11-06,2,8.5,10.9,7.6,9.2,0.0,0.0,0.0,0.0,1.05,0.6,0
H0081,2025-11-07,0,8.8,11.4,7.4,9.4,0.0,0.0,0.0,0.0,1.05,0.6,0
H0081,2025-11-08,3,8.8,11.5,7.5,9.5,0.0,0.0,0.0,0.0,1.05,0.6,0
H0081,2025-11-09,0,9.1,11.8,7.6,9.7,0.0,0.0,0.0,0.0,1.05,0.6,0
H0081,2025-11-10,1,9.6,12.3,7.1,9.7,0.0,0.0,0.0,0.0,1.05,0.6,0
H0081,2025-11-11,0,10.0,12.5,7.3,9.9,0.0,0.0,0.0,0.0,1.05,0.6,0
H0081,2025-11-12,1,10.4,13.2,7.4,10.3,0.0,0.0,0.0,0.0,1.05,0.6,0
H0081,2025-11-13,4,10.6,13.5,7.1,10.3,0.0,0.0,22.0,0.0,1.05,0.6,0
H0081,2025-11-14,3,11.5,14.2,7.7,11.0,0.0,0.0,0.0,0.0,1.05,0.6,0
H0081,2025-11-15,9,11.4,14.2,7.0,10.6,73.9,42.1,77.3,82.4,1.05,0.6,0
H0081,2025-11-16,12,11.4,14.3,7.2,10.8,95.3,80.8,60.0,89.6,1.05,0.6,0
H0081,2025-11-17,5,11.4,14.3,7.4,10.9,0.0,0.0,52.5,0.0,1.05,0.6,0
H0081,2025-11-18,6,14.6,17.6,9.8,13.7,0.0,0.0,35.8,0.0,1.05,0.6,0
H0081,2025-11-19,16,15.8,18.7,10.0,14.3,99.0,82.9,62.2,89.7,1.05,0.6,0
H0081,2025-11-20,7,16.9,20.1,9.6,14.8,0.0,0.0,63.4,0.0,1.05,0.6,0
H0081,2025-11-21,13,15.9,19.0,8.4,13.7,77.6,53.8,64.4,94.7,1.05,0.6,0
H0081,2025-11-22,16,9.7,13.2,5.8,9.5,60.4,82.6,36.0,59.3,1.05,0.6,1
H0081,2025-11-23,21,6.6,10.0,4.7,7.3,31.3,47.4,22.4,34.9,1.05,0.6,1
H0081,2025-11-24,13,4.5,7.2,4.0,5.6,34.2,55.4,30.6,43.0,1.05,0.6,1
H0081,2025-11-25,19,3.1,5.3,3.5,4.4,16.4,28.1,18.7,23.4,1.05,0.6,1
H0081,2025-11-26,23,3.0,5.2,3.1,4.1,12.9,22.6,13.3,17.9,1.05,0.6,1
H0081,2025-11-27,23,2.9,5.4,3.0,4.2,12.4,23.4,13.0,18.2,1.05,0.6,1
H0081,2025-11-28,20,2.3,4.0,1.7,2.8,11.4,19.8,8.4,14.1,1.05,0.6,2
H0081,2025-11-29,30,3.4,6.0,2.4,4.2,11.4,20.0,8.0,14.0,1.05,0.6,1
H0082,2025-10-01,22,30.6,30.6,30.7,30.6,60.8,60.8,60.5,60.7,0.69,0.5,0
H0082,2025-10-02,27,30.6,30.6,30.7,30.6,86.8,86.8,86.5,86.7,0.69,0.5,0
H0082,2025-10-03,39,31.1,31.1,32.4,31.6,79.6,79.6,83.1,81.0,0.69,0.5,0
H0082,2025-10-04,40,32.7,32.7,34.0,33.2,81.7,81.7,85.1,83.0,0.69,0.5,0
H0082,2025-10-05,30,31.4,31.4,31.3,31.3,95.5,95.5,95.5,95.5,0.69,0.5,0
H0082,2025-10-06,20,30.6,30.6,31.1,30.8,46.9,46.9,44.5,45.9,0.69,0.5,0
H0082,2025-10-07,77,121.6,121.6,106.1,115.4,42.0,42.0,62.2,50.1,0.69,0.5,0
H0082,2025-10-08,110,119.6,119.6,100.5,112.0,91.3,91.3,91.4,98.2,0.69,0.5,0
H0082,2025-10-09,22,31.0,31.0,29.9,30.6,59.0,59.0,64.1,61.0,0.69,0.5,0
H0082,2025-10-10,30,32.9,32.9,31.9,32.5,90.4,90.4,93.8,91.7,0.69,0.5,0
H0082,2025-10-11,33,30.7,30.7,29.7,30.3,93.2,93.2,90.1,91.9,0.69,0.5,0
H0082,2025-10-12,26,32.4,32.4,33.1,32.7,75.5,75.5,72.7,74.4,0.69,0.5,0
H0082,2025-10-13,43,30.8,30.8,30.6,30.7,71.7,71.7,71.2,71.5,0.69,0.5,0
H0082,2025-10-14,34,30.8,30.8,30.9,30.9,90.7,90.7,91.0,90.8,0.69,0.5,0
H0082,2025-10-15,37,32.1,32.1,32.9,32.4,86.6,86.6,89.1,87.6,0.69,0.5,0
H0082,2025-10-16,29,29.6,29.6,28.7,29.3,97.8,97.8,99.0,99.1,0.69,0.5,0
H0082,2025-10-17,36,31.3,31.3,33.3,32.1,86.9,86.9,92.6,89.2,0.69,0.5,0
H0082,2025-10-18,27,29.6,29.6,30.5,29.9,90.5,90.5,87.2,89.2,0.69,0.5,0
H0082,2025-10-19,32,28.6,28.6,29.9,29.1,89.3,89.3,93.5,91.0,0.69,0.5,0
H0082,2025-10-20,36,28.7,28.7,29.6,29.0,79.6,79.6,82.1,80.6,0.69,0.5,0
H0082,2025-10-21,33,30.2,30.2,31.0,30.6,91.7,91.7,94.0,92.6,0.69,0.5,0
H0082,2025-10-22,30,41.1,41.1,41.5,41.3,62.8,62.8,61.8,62.4,0.69,0.5,0
H0082,2025-10-23,17,35.0,35.0,34.7,34.9,0.0,0.0,0.0,0.0,0.69,0.5,0
H0082,2025-10-24,30,32.5,32.5,32.7,32.6,91.7,91.7,91.1,91.5,0.69,0.5,0
H0082,2025-10-25,25,33.8,33.8,33.0,33.5,65.0,65.0,67.9,66.2,0.69,0.5,0
H0082,2025-10-26,28,33.1,33.1,32.8,33.0,82.0,82.0,82.7,82.3,0.69,0.5,0
H0082,2025-10-27,51,34.4,34.4,35.9,35.0,67.5,67.5,70.4,68.7,0.69,0.5,0
H0082,2025-10-28,62,41.7,41.7,42.7,42.1,67.3,67.3,68.9,67.9,0.69,0.5,0
H0082,2025-10-29,55,43.6,43.6,44.6,44.0,79.3,79.3,81.1,80.0,0.69,0.5,0
H0082,2025-10-30,61,47.7,47.7,48.7,48.1,78.2,78.2,79.8,78.9,0.69,0.5,0
H0082,2025-10-31,54,45.5,45.5,45.7,45.6,84.3,84.3,84.6,84.4,0.69,0.5,0
H0082,2025-11-01,63,53.4,53.4,50.1,52.1,84.8,84.8,79.5,82.7,0.69,0.5,0
H0082,2025-11-02,71,52.2,52.2,49.9,51.3,73.5,73.5,70.2,72.2,0.69,0.5,0
H0082,2025-11-03,52,53.3,53.3,51.6,52.6,97.6,97.6,99.3,98.8,0.69,0.5,0
H0082,2025-11-04,68,52.9,52.9,51.9,52.5,77.8,77.8,76.4,77.2,0.69,0.5,0
H0082,2025-11-05,53,51.9,51.9,49.7,51.0,97.9,97.9,93.8,96.3,0.69,0.5,0
H0082,2025-11-06,78,51.1,51.1,49.4,50.4,65.6,65.6,63.3,64.7,0.69,0.5,0
H0082,2025-11-07,76,53.1,53.1,50.6,52.1,69.9,69.9,66.5,68.6,0.69,0.5,0
H0082,2025-11-08,79,50.3,50.3,47.1,49.1,63.7,63.7,59.6,62.1,0.69,0.5,0
H0082,2025-11-09,80,49.7,49.7,47.5,48.8,62.1,62.1,59.4,61.0,0.69,0.5,0
H0082,2025-11-10,32,38.0,38.0,37.9,38.0,81.2,81.2,81.5,81.3,0.69,0.5,0
H0082,2025-11-11,12,36.2,36.2,37.2,36.6,0.0,0.0,0.0,0.0,0.69,0.5,0
H0082,2025-11-12,37,33.2,33.2,34.1,33.5,89.6,89.6,92.1,90.6,0.69,0.5,0
H0082,2025-11-13,23,33.2,33.2,33.5,33.3,55.8,55.8,54.2,55.2,0.69,0.5,0
H0082,2025-11-14,27,34.3,34.3,35.3,34.7,73.0,73.0,69.2,71.5,0.69,0.5,0
H0082,2025-11-15,19,34.4,34.4,35.5,34.8,18.8,18.8,13.3,16.6,0.69,0.5,0
H0082,2025-11-16,32,34.6,34.6,36.1,35.2,92.0,92.0,87.3,90.1,0.69,0.5,0
H0082,2025-11-17,34,36.3,36.3,38.8,37.3,93.2,93.2,85.8,90.2,0.69,0.5,0
H0082,2025-11-18,16,40.1,40.1,39.7,39.9,0.0,0.0,0.0,0.0,0.69,0.5,0
H0082,2025-11-19,28,42.4,42.4,42.4,42.4,48.5,48.5,48.5,48.5,0.69,0.5,0
H0082,2025-11-20,74,54.2,54.2,54.6,54.4,73.3,73.3,73.7,73.5,0.69,0.5,0
H0082,2025-11-21,57,57.1,57.1,57.3,57.2,99.9,99.9,99.5,99.7,0.69,0.5,0
H0082,2025-11-22,37,58.3,58.3,58.7,58.4,42.5,42.5,41.5,42.1,0.69,0.5,1
H0082,2025-11-23,45,57.5,57.5,58.5,57.9,72.2,72.2,70.0,71.3,0.69,0.5,1
H0082,2025-11-24,46,53.5,53.5,54.7,54.0,83.7,83.7,81.1,82.7,0.69,0.5,1
H0082,2025-11-25,50,56.4,56.4,57.2,56.7,87.3,87.3,85.6,86.6,0.69,0.5,1
H0082,2025-11-26,47,64.2,64.2,61.9,63.3,63.4,63.4,68.2,65.3,0.69,0.5,1
H0082,2025-11-27,66,71.3,71.3,65.9,69.1,92.0,92.0,99.9,95.2,0.69,0.5,1
H0082,2025-11-28,144,124.4,124.4,103.7,116.1,86.4,86.4,72.0,80.6,0.69,0.5,2
